30-NOV-07                                                                                                                         
Institution Code,Institution Name,City,State,Country                                                                              
"TX289","Colorectal Surgical Associates PA","Houston","TX","USA"                                                                  
"TX290","Colorectal Surgical Associates PA","Houston","TX","USA"                                                                  
"TX291","LEM Consulting LLC","Dallas","TX","USA"                                                                                  
"TX292","Texas Oncology PA - Amarillo","Amarillo","TX","USA"                                                                      
"TX293","Todd Shenkenberg MD PA","Harlingen","TX","USA"                                                                           
"TX294","Coastal Bend Cancer Center","Corpus Christi","TX","USA"                                                                  
"TX295","Christus Spohn Shoreline Hospital","Corpus Christi","TX","USA"                                                           
"TX296","Cancer Treatment Institute","El Paso","TX","USA"                                                                         
"TX297","Surgical Diseases of the Breast","Houston","TX","USA"                                                                    
"TX298","Cancer Therapy Research Center Institute for Drug Development","San Antonio","TX","USA"                                  
"TX299","Elizabeth Jekot MD Breast Imaging Center","Richardson","TX","USA"                                                        
"TX300","Radiation Treatment Center at Bellaire","Houston","TX","USA"                                                             
"TX301","Hope Oncology","Richardson","TX","USA"                                                                                   
"TX302","Mary Milam MD PA","Fort Worth","TX","USA"                                                                                
"TX303","Rice University","Houston","TX","USA"                                                                                    
"TX304","Driscoll Children's Specialty Clinic","McAllen","TX","USA"                                                               
"TX305","Richard A Artim MD PA","Fort Worth","TX","USA"                                                                           
"TX306","The Methodist Hospital Research Institute","Houston","TX","USA"                                                          
"TX307","Unzeitig Gary Walter MD (Office)","Laredo","TX","USA"                                                                    
"TX308","Texas Oncology Cancer Center Sugar Land","Sugar Land","TX","USA"                                                         
"TX309","South Texas Accelerated Research Therapeutics","San Antonio","TX","USA"                                                  
"TX310","Baylor Breast Care Center","Houston","TX","USA"                                                                          
"TX311","Texas Oncology - Midtown Austin","Austin","TX","USA"                                                                     
"TX312","Titus Regional Medical Center","Mount Pleasant","TX","USA"                                                               
"TX313","The Klabzuba Cancer Center","Fort Worth","TX","USA"                                                                      
"TX314","The Center for Cancer and Blood Disorders-Weatherford","Weatherford","TX","USA"                                          
"TX315","The Center for Cancer and Blood Disorders-Burleson","Burleson","TX","USA"                                                
"TX316","The Center for Cancer and Blood Disorders-Cleburne","Cleburne","TX","USA"                                                
"TX317","The Center for Cancer and Blood Disorders-Mineral Wells","Mineral Wells","TX","USA"                                      
"UBUENA","University of Buenos Aires","","","USA"                                                                                 
"UKCCSG","United Kingdom Children's Cancer Study Group","","","USA"                                                               
"UORG","Uro-Oncology Research Group","","","USA"                                                                                  
"UT001","Holy Cross Hospital","Salt Lake City","UT","USA"                                                                         
"UT002","Primary Children's Medical Center","Salt Lake City","UT","USA"                                                           
"UT003","University of Utah","Salt Lake City","UT","USA"                                                                          
"UT004","LDS Hospital","Salt Lake City","UT","USA"                                                                                
"UT005","Salt Lake City Veterans Affairs Medical Center","Salt Lake City","UT","USA"                                              
"UT006","Saint Benedicts Hospital","Ogden","UT","USA"                                                                             
"UT007","McKay-Dee Hospital Center","Ogden","UT","USA"                                                                            
"UT008","Utah Valley Regional Medical Center","Provo","UT","USA"                                                                  
"UT009","Logan Regional Hospital","Logan","UT","USA"                                                                              
"UT010","Dixie Medical Center Regional Cancer Center","St. George","UT","USA"                                                     
"UT011","Hca Saint Mark's Hospital","Salt Lake City","UT","USA"                                                                   
"UT012","Cottonwood Hospital Medical Center","Murray","UT","USA"                                                                  
"UT013","Fhp Utah Hospital","Salt Lake City","UT","USA"                                                                           
"UT014","Ogden Regional Medical Center","Ogden","UT","USA"                                                                        
"UT015","Ihc Health Center Salt Lake Clinic","Salt Lake City","UT","USA"                                                          
"UT016","Central Utah Clinic","Provo","UT","USA"                                                                                  
"UT018","Special Gynecology and Oncology","Salt Lake City","UT","USA"                                                             
"UT019","Utah Cancer Specialists-Salt Lake City","Salt Lake City","UT","USA"                                                      
"UT020","Wasatch Hematology/Oncology Associates","Salt Lake City","UT","USA"                                                      
"UT022","University of Utah Health Network","Salt Lake City","UT","USA"                                                           
"UT023","South Valley Surgical Associates","Sandy","UT","USA"                                                                     
"UT024","American Fork Hospital","American Fork","UT","USA"                                                                       
"UT025","Utah County Surgical Associates","Provo","UT","USA"                                                                      
"UT026","Central Utah Medical Clinic Inc.","American Fork","UT","USA"                                                             
"UT027","Intermountain Hematology Oncology Associates, PC","Bountiful","UT","USA"                                                 
"UT028","Intermountain Health Care","Salt Lake City","UT","USA"                                                                   
"UT029","IHC Health Center","Bountiful","UT","USA"                                                                                
"UT030","IHC Memorial Clinic","Salt Lake City","UT","USA"                                                                         
"UT031","Snow Canyon Clinic","Ivins","UT","USA"                                                                                   
"UT032","Foothill Family Clinic","Salt Lake City","UT","USA"                                                                      
"UT033","Middleton Urology Associates","Salt Lake City","UT","USA"                                                                
"UT034","IHC West Jordan Family Clinic","West Jordan","UT","USA"                                                                  
"UT035","Bryner Clinic","Salt Lake City","UT","USA"                                                                               
"UT036","IHC Central Orem Family Fractice","Orem","UT","USA"                                                                      
"UT037","IHC Health Center","Layton","UT","USA"                                                                                   
"UT038","Dixie Regional Medical Center","Saint George","UT","USA"                                                                 
"UT039","Valley View Medical Center","Cedar City","UT","USA"                                                                      
"UT040","Middleton Urological Associates","Murray","UT","USA"                                                                     
"UT041","Utah Advanced Laparoscopy","American Fork","UT","USA"                                                                    
"UT042","Southern Utah Urology Associates","Cedar City","UT","USA"                                                                
"UT043","IHC Health Center - Sandy","Sandy","UT","USA"                                                                            
"UT044","Snow Canyon Cancer Clinic","Ivins","UT","USA"                                                                            
"UT045","Southwest Surgical Associates","St. George","UT","USA"                                                                   
"UT046","Huntsman Cancer Hospital","Salt Lake City","UT","USA"                                                                    
"UT047","Utah Hematology Oncology","Ogden","UT","USA"                                                                             
"UT048","Bryner Surgical Specialists","Salt Lake City","UT","USA"                                                                 
"UT049","GammaWest Brachytherapy LLC-Business Office","Salt Lake City","UT","USA"                                                 
"UT050","GammaWest Brachytherapy LLC","Ogden","UT","USA"                                                                          
"UT051","GammaWest Brachytherapy LLC - Salt Lake City","Salt Lake City","UT","USA"                                                
"UT052","Huntsman Cancer Institute","Salt Lake City","UT","USA"                                                                   
"UT053","Huntsman Intermountain Cancer Center","American Fork","UT","USA"                                                         
"UT054","Intermountain Cardiovascular Associates","Salt Lake City","UT","USA"                                                     
"UT055","Legant, Patricia MD (office)","Salt Lake City","UT","USA"                                                                
"UT056","Intermountain Medical Center","Murray","UT","USA"                                                                        
"UT057","Sandra L Maxwell Cancer Center","Cedar City","UT","USA"                                                                  
"UT058","Utah Cancer Specialists-Provo","Provo","UT","USA"                                                                        
"UT059","Utah Hematology Oncology PC","Ogden","UT","USA"                                                                          
"UT060","Utah Cancer Specialists-Layton","Layton","UT","USA"                                                                      
"VA001","Hazelton Laboratories","Falls Church","VA","USA"                                                                         
"VA002","Inova Fairfax Hospital","Falls Church","VA","USA"                                                                        
"VA004","Kaiser Permanente - Springfield Medical Center","Springfield","VA","USA"                                                 
"VA005","Arlington Hospital","Arlington","VA","USA"                                                                               
"VA006","Alexandria Hospital","Alexandria","VA","USA"                                                                             
"VA007","Rappahannock General Hospital","Kilmarnock","VA","USA"                                                                   
"VA008","Winchester Memorial Hospital","Winchester","VA","USA"                                                                    
"VA009","University of Virginia","Charlottesville","VA","USA"                                                                     
"VA010","Virginia Commonwealth University","Richmond","VA","USA"                                                                  
"VA011","Retreat Hospital","Richmond","VA","USA"                                                                                  
"VA012","Chippenham - Johnson","Richmond","VA","USA"                                                                              
"VA013","Bon Secours Saint Mary's Hospital","Richmond","VA","USA"                                                                 
"VA014","City Hospital","Richmond","VA","USA"                                                                                     
"VA015","Hunter Holmes McGuire Veterans Hospital","Richmond","VA","USA"                                                           
"VA016","General Hospital of Virginia Beach","Virginia Beach","VA","USA"                                                          
"VA018","Children's Center for Cancer and Blood Disorders in Northern Virginia","Fairfax","VA","USA"                              
"VA019","Depaul Hospital","Norfolk","VA","USA"                                                                                    
"VA020","Childrens Hospital-King's Daughters","Norfolk","VA","USA"                                                                
"VA021","Eastern Virginia Medical School","Norfolk","VA","USA"                                                                    
"VA022","USPHS Hospital, Norfolk","Norfolk","VA","USA"                                                                            
"VA023","Veterans Administration Medical Center","Hampton","VA","USA"                                                             
"VA024","Naval Medical Center - Portsmouth","Portsmouth","VA","USA"                                                               
"VA025","Petersburg General Hospital","Petersburg","VA","USA"                                                                     
"VA026","Oncology and Hematology Associates of Southwest Virginia","Roanoke","VA","USA"                                           
"VA027","Veterans Administration Medical Center","Salem","VA","USA"                                                               
"VA028","Danville Regional Medical Center","Danville","VA","USA"                                                                  
"VA030","Emmett Memorial Hospital","Clifton Forge","VA","USA"                                                                     
"VA031","Naval Hospital, Lynchburg","Lynchburg","VA","USA"                                                                        
"VA033","Harold Pugh Can Res Institute","Norfolk","VA","USA"                                                                      
"VA034","Lynchburg Hematology-Oncology Clinic","Lynchburg","VA","USA"                                                             
"VA036","Kaiser Permanente - Falls Church Medical Center","Falls Church","VA","USA"                                               
"VA037","Norfolk Community Hospital","Norfolk","VA","USA"                                                                         
"VA038","Riverside Regional Medical Center","Newport News","VA","USA"                                                             
"VA039","Virginia Oncology Associates","Newport News","VA","USA"                                                                  
"VA040","Mount Vernon Hospital","Alexandria","VA","USA"                                                                           
"VA042","Mid-Atlantic Hematology/Oncology Spec Ltd.","Chesapeake","VA","USA"                                                      
"VA043","Memorial Hospital Of Martinsville","Martinsville","VA","USA"                                                             
"VA045","Medical Specialists of Fredricksburg","Fredericksburg","VA","USA"                                                        
"VA046","Humana Hospital Clinic Valley","Richlands","VA","USA"                                                                    
"VA047","James River Cancer Center","Hampton","VA","USA"                                                                          
"VA048","Martha Jefferson Hospital","Charlottesville","VA","USA"                                                                  
"VA049","Lewis-Gale Hospital","Salem","VA","USA"                                                                                  
"VA050","Carilion Roanoke Community Hospital","Roanoke","VA","USA"                                                                
"VA051","McGuire Clinic Cancer Center","Richmond","VA","USA"                                                                      
"VA052","Sentara Hospitals","Norfolk","VA","USA"                                                                                  
"VA053","CJW Medical Center - Johnston-Willis Campus","Richmond","VA","USA"                                                       
"VA054","Richmond Memorial Hospital","Richmond","VA","USA"                                                                        
"VA055","Oncology Consortium of The Virginias","Roanoke","VA","USA"                                                               
"VA056","Mary Washington Hospital","Fredericksburg","VA","USA"                                                                    
"VA057","Houck and Associates","Winchester","VA","USA"                                                                            
"VA059","Center for Cancer Care","Charlottesville","VA","USA"                                                                     
"VA060","Virginia Oncology Associates- Williamsburg","Williamsburg","VA","USA"                                                    
"VA061","CCOP, Fairfax","Fairfax","VA","USA"                                                                                      
"VA062","Carilion Center of Roanoke","Roanoke","VA","USA"                                                                         
"VA063","Rockingham Memorial Hospital Regional Cancer Center","Harrisonburg","VA","USA"                                           
"VA064","Gynecologists of Tidewater, P.C.","Norfolk","VA","USA"                                                                   
"VA065","Fairfax-Northern Virginia Hematology-Oncology, P.C.","Annandale","VA","USA"                                              
"VA066","Shenandoah Onc Assoc., P.C.","Winchester","VA","USA"                                                                     
"VA067","Virginia Cancer Institute","Richmond","VA","USA"                                                                         
"VA068","E. Shore Physicians & Surg","Nasawadox","VA","USA"                                                                       
"VA069","Hanover Medical Park","Mechanicville","VA","USA"                                                                         
"VA070","Devine-Fiveash Uro., Ltd","Norfolk","VA","USA"                                                                           
"VA071","Danville Hematology/Oncology","Danville","VA","USA"                                                                      
"VA073","Prince Williams Hospital","Manassas","VA","USA"                                                                          
"VA074","Medical Specialists, Incorporated","Richmond","VA","USA"                                                                 
"VA075","Virginia Baptist Hospital","Lynchburg","VA","USA"                                                                        
"VA076","Southside Community Hospital","Farmville","VA","USA"                                                                     
"VA077","The Courtyard Medical Office Building","Richmond","VA","USA"                                                             
"VA078","Cancer Specialists of Tidewater Ltd","Chesapeake","VA","USA"                                                             
"VA079","Hematology Oncology Consultants/Tidewater, Limited.,","Norfolk","VA","USA"                                               
"VA084","Virginia Oncology Associates","Hampton","VA","USA"                                                                       
"VA086","Northern Virginia Oncology Group","Fairfax","VA","USA"                                                                   
"VA087","Norfolk Surgical Group, Ltd.","Norfolk","VA","USA"                                                                       
"VA088","Virginia Oncology Associates - Lake Wright","Norfolk","VA","USA"                                                         
"VA090","Bon Secours Commonwealth Gynecologic Oncology","Richmond","VA","USA"                                                     
"VA091","Maryview Medical Center","Portsmouth","VA","USA"                                                                         
"VA092","Pulaski Community Hospital","Pulaski","VA","USA"                                                                         
"VA093","Fauquier Hospital","Warrenton","VA","USA"                                                                                
"VA094","Henrico Doctor's Hospital","Richmond","VA","USA"                                                                         
"VA095","Community Memorial Health Center","South Hill","VA","USA"                                                                
"VA096","Medical Associates of South West Virginia","Blacksburgh","VA","USA"                                                      
"VA097","Medical Oncology/Hematology Associates of Northern Virginia Ltd.","Fairfax","VA","USA"                                   
"VA098","Delta Hematology Oncology Associates","Portsmouth","VA","USA"                                                            
"VA099","Virginia Physicians Incorporated","Richmond","VA","USA"                                                                  
"VA100","Kaiser Permanente - Fair Oaks Medical Center","Fairfax","VA","USA"                                                       
"VA101","Cancer Outreach Associates PC","Abingdon","VA","USA"                                                                     
"VA102","Loudon Hospital Cancer Center","Sterling","VA","USA"                                                                     
"VA103","Oncology and Hematology of South West Virginia","Christiansburg","VA","USA"                                              
"VA105","Southwest VA Regional Cancer Center","Norton","VA","USA"                                                                 
"VA106","Onco/Hema Assoc of Southwest VA","Radford","VA","USA"                                                                    
"VA107","Medical Oncology and Hematology of Northern Virginia","Reston","VA","USA"                                                
"VA109","Fairfax Northern VA Hema\Oncology","Alexandria","VA","USA"                                                               
"VA110","Inova Fair Oaks Hospital","Fairfax","VA","USA"                                                                           
"VA111","Fairfax Northern Virginia Hematology and Oncology PC","Fairfax","VA","USA"                                               
"VA112","Richmond Radiation Oncology Center","Richmond","VA","USA"                                                                
"VA113","Oyster Point Surgical Associates","Newport News","VA","USA"                                                              
"VA115","Cancer Center of the Piedmont, Inc","Danville","VA","USA"                                                                
"VA116","Virginia Surgery Associates, P.C.","Fairfax","VA","USA"                                                                  
"VA117","Carilion New River Valley Medical Center","Christiansburg","VA","USA"                                                    
"VA118","Hematology Oncology Patient Enterprise (H.O.P.E)","Fishersville","VA","USA"                                              
"VA119","Culpeper Regional Hospital","Culpeper","VA","USA"                                                                        
"VA120","Fairfax-Northern VA Hematology & Oncology, PC","Woodbridge","VA","USA"                                                   
"VA122","Breast Care Specialists/Blue Ridge PC","Roanoke","VA","USA"                                                              
"VA123","Northern Virginia Pelvic Surgery Associates","Annandale","VA","USA"                                                      
"VA124","Virginia Hematology and Oncology, PLLC","Norfolk","VA","USA"                                                             
"VA125","Virginia Oncology Care","Richlands","VA","USA"                                                                           
"VA126","Devine-Tidewater Urology","Virginia Beach","VA","USA"                                                                    
"VA127","Devine-Tidewater Urology-Norfolk","Norfolk","VA","USA"                                                                   
"VA128","Urology of Virginia PC","Norfolk","VA","USA"                                                                             
"VA129","Virginia Oncology Associates- Suffolk","Suffolk","VA","USA"                                                              
"VA130","Breast Care Specialists, P.C.","Norfolk","VA","USA"                                                                      
"VA131","Carilion Gynecologic Oncology Associates","Roanoke","VA","USA"                                                           
"VA132","Salem Surgical Associates, P.C.","Salem","VA","USA"                                                                      
"VA133","Fairfax Northern Virginia Hematology and Oncology, PC","Manassas","VA","USA"                                             
"VA135","Oncology and Hematology Associates of Southwest Virginia Inc","Salem","VA","USA"                                         
"VA136","Peninsula Cancer Institute","Newport News","VA","USA"                                                                    
"VA137","Peninsula Cancer Institute","Williamsburg","VA","USA"                                                                    
"VA138","Arlington Fairfax Hematology & Oncology PC","Arlington","VA","USA"                                                       
"VA139","Fairfax Northern Virginia Hematology and Oncology PC","Fairfax","VA","USA"                                               
"VA140","Fredericksburg Oncology Inc","Fredericksburg","VA","USA"                                                                 
"VA141","George Mason University","Fairfax","VA","USA"                                                                            
"VA143","Riverside Middle Peninsula Cancer Center","Gloucester","VA","USA"                                                        
"VA144","OPUS Clinical Reaserch LLC","Roanoke","VA","USA"                                                                         
"VA145","Fairfax Family Practice","Fairfax","VA","USA"                                                                            
"VA146","Johnston Memorial Hospital","Abingdon","VA","USA"                                                                        
"VA147","Williamsburg Radiation Therapy Center","Williamsburg","VA","USA"                                                         
"VA148","Reston Hospital Center","Reston","VA","USA"                                                                              
"VA149","Surgical Oncology Associates","Newport News","VA","USA"                                                                  
"VA150","Rockingham Memorial Hospital","Harrisonburg","VA","USA"                                                                  
"VA151","CLG Associates LLC","Alexandria","VA","USA"                                                                              
"VA152","Carilion Pediatric Surgery","Roanoke","VA","USA"                                                                         
"VA153","Edward Via Virginia College of Osteopathic Medicine","Blacksburg","VA","USA"                                             
"VA154","NoVa Oncology Associates PC","Fairfax","VA","USA"                                                                        
"VA155","Virginia Oncology Associates","Virginia Beach","VA","USA"                                                                
"VA156","Hampton Roads Surgical Specialists","Newport News","VA","USA"                                                            
"VA157","Surgical Associates of Richmond","Richmond","VA","USA"                                                                   
"VA158","Riverside Cancer Care Center Radiation Oncology","Newport News","VA","USA"                                               
"VA159","Williamsburg Surgery","Williamsburg","VA","USA"                                                                          
"VA160","Riverside Gynecologic Oncology","Newport News","VA","USA"                                                                
"VA161","C3: Colorectal Cancer Coalition","Alexandria","VA","USA"                                                                 
"VA162","Neurosurgical Associates PC","Norfolk","VA","USA"                                                                        
"VALG","Veteran's Administration Lung Group","","","USA"                                                                          
"VASOG","Veteran's Administration Surgical Oncology Group","","","USA"                                                            
"VT001","White River Junction Veteran Administration Medical Center","White River Junction","VT","USA"                            
"VT002","Medical Center Hospital of Vermont","Burlington","VT","USA"                                                              
"VT003","Fletcher Allen Health Care","Burlington","VT","USA"                                                                      
"VT004","University of Vermont","Burlington","VT","USA"                                                                           
"VT005","Southwestern Vermont Medical Center","Bennington","VT","USA"                                                             
"VT006","Rutland Regional Medical Center","Rutland","VT","USA"                                                                    
"VT007","Vermont Cancer Center","Colchester","VT","USA"                                                                           
"VT008","Southwestern Oncology Research Department","Bennington","VT","USA"                                                       
"VT009","Brattleboro Memorial Hospital","Brattleboro","VT","USA"                                                                  
"VT010","Springfield Hospital","Springfield","VT","USA"                                                                           
"VT011","Northeastern","St. Johnsbury","VT","USA"                                                                                 
"VT012","Central Vermont Hospital","Barre","VT","USA"                                                                             
"VT013","Central Vermont Medical Center","Barre","VT","USA"                                                                       
"VT014","Associates In Urology, P.C.","Bennington","VT","USA"                                                                     
"VT015","Gifford Medical Center","Randolph","VT","USA"                                                                            
"VT016","Copley Hospital","Morrisville","VT","USA"                                                                                
"VT017","Veterans Administration Medical Center","Water River Junction","VT","USA"                                                
"VT018","University of Vermont","Burlington","VT","USA"                                                                           
"VT019","Mountainview Medical","Berlin","VT","USA"                                                                                
"VT020","Green Mountain Urology, Inc","Colchester","VT","USA"                                                                     
"VT021","North Country Health","Newport","VT","USA"                                                                               
"VT022","Mount Ascutney Hospital and Health Center","Windsor","VT","USA"                                                          
"VT023","Southwestern Vermont Health Care Oncolgy Associates","Bennington","VT","USA"                                             
"VT024","Lake Champlain Gynecologic Oncology, P.C.","South Burlington","VT","USA"                                                 
"VT025","Fletcher Allen Health Care-Medical Center Campus","Burlington","VT","USA"                                                
"VT026","Morrisville Family Healthcare","Morrisville","VT","USA"                                                                  
"VT027","Flecher Allen Health Care/University of Vermont College of Medicine","South Burlington","VT","USA"                       
"VT029","Norris Cotton Cancer Center","Saint Johnsbury","VT","USA"                                                                
"WA001","Overlake Hospital Medical Center","Bellevue","WA","USA"                                                                  
"WA002","Stevens Memorial","Edmonds","WA","USA"                                                                                   
"WA003","Evergreen Hospital Medical Center","Kirkland","WA","USA"                                                                 
"WA004","Valley Medical Center","Renton","WA","USA"                                                                               
"WA005","Virginia Mason Hospital","Seattle","WA","USA"                                                                            
"WA007","Swedish Hospital Medical Center","Seattle","WA","USA"                                                                    
"WA008","Fred Hutchinson Cancer Research Center","Seattle","WA","USA"                                                             
"WA009","Ballard Community Hospital","Seattle","WA","USA"                                                                         
"WA010","Veterans Administration Center, Seattle","Seattle","WA","USA"                                                            
"WA011","Group Health Cooperative of Puget Sound Oncology Consortium","Seattle","WA","USA"                                        
"WA012","Seattle Public Health Hospital","Seattle","WA","USA"                                                                     
"WA013","Central Hospital","Seattle","WA","USA"                                                                                   
"WA014","Childrens Orthopedic Hospital","Seattle","WA","USA"                                                                      
"WA015","Neorx Corporation","Seatlle","WA","USA"                                                                                  
"WA017","Northwest Hospital","Seattle","WA","USA"                                                                                 
"WA018","Pacific Medical Center","Seattle","WA","USA"                                                                             
"WA019","Highline Community Hospital","Seattle","WA","USA"                                                                        
"WA020","University of Washington Medical Center","Seattle","WA","USA"                                                            
"WA021","Providence General Medical Center","Everett","WA","USA"                                                                  
"WA022","General Hospital of Everett","Everett","WA","USA"                                                                        
"WA023","St. Lukes General Hospital","Bellingham","WA","USA"                                                                      
"WA024","Skagit Valley Hospital","Mt. Vernon","WA","USA"                                                                          
"WA025","United General Hospital","Sedro-Wooley","WA","USA"                                                                       
"WA026","Harrison Medical Center","Bremerton","WA","USA"                                                                          
"WA027","Madigan Army Medical Center","Tacoma","WA","USA"                                                                         
"WA028","Olympic Memorial Hospital","Port Angeles","WA","USA"                                                                     
"WA029","Good Samaritan Community Hospital","Puyallup","WA","USA"                                                                 
"WA030","Tacoma General Hospital","Tacoma","WA","USA"                                                                             
"WA031","Mary Bridge Children's Hospital and Health Center","Tacoma","WA","USA"                                                   
"WA032","Humana Hospital Tacoma","Tacoma","WA","USA"                                                                              
"WA033","Veterans Administration Medical Center, Tacoma","Tacoma","WA","USA"                                                      
"WA034","Grays Harbor Community Hospital","Aberdeen","WA","USA"                                                                   
"WA036","Saint John Medical Center","Longview","WA","USA"                                                                         
"WA037","Southwest Washington Medical Center","Vancouver","WA","USA"                                                              
"WA039","Central Washington Hospital","Wenatchee","WA","USA"                                                                      
"WA041","Mid-Valley Hospital","Omak","WA","USA"                                                                                   
"WA042","Providence Yakima Medical Center","Yakima","WA","USA"                                                                    
"WA043","Yakima Valley Memorial Hospital North Star Lodge Cancer Center","Yakima","WA","USA"                                      
"WA046","Rockwood Clinic","Spokane","WA","USA"                                                                                    
"WA047","Department of Veterans Affairs Medical Center, Spokane","Spokane","WA","USA"                                             
"WA048","Holy Family Hospital","Spokane","WA","USA"                                                                               
"WA049","Deaconess Medical Center","Spokane","WA","USA"                                                                           
"WA050","Sacred Heart Medical Center","Spokane","WA","USA"                                                                        
"WA053","Saint Mary Regional Cancer Center","Walla Walla","WA","USA"                                                              
"WA054","Virginia Mason Medical Center","Seattle","WA","USA"                                                                      
"WA055","Saint Joseph Medical Center","Tacoma","WA","USA"                                                                         
"WA056","Multicare Health System","Tacoma","WA","USA"                                                                             
"WA058","First Hill Women's Clinic","Seattle","WA","USA"                                                                          
"WA059","Group Health Cooperative","Seattle","WA","USA"                                                                           
"WA061","Children's Hospital and Regional Medical Center","Seattle","WA","USA"                                                    
"WA062","Providence Medical Center","Seatle","WA","USA"                                                                           
"WA063","Vancouver Medical Office","Vancouver","WA","USA"                                                                         
"WA064","Northwest CCOP","Tacoma","WA","USA"                                                                                      
"WA065","Vancouver Clinic","Vancouver","WA","USA"                                                                                 
"WA067","Tacoma Radiation Center","Tacoma","WA","USA"                                                                             
"WA069","Saint Joseph Hospital","Bellingham","WA","USA"                                                                           
"WA070","Rainier Physicians - Northwest Medical Specialties","Puyallup","WA","USA"                                                
"WA071","Wenatchee Valley Medical Center","Wenatchee","WA","USA"                                                                  
"WA072","Virginia Mason CCOP","Seattle","WA","USA"                                                                                
"WA073","The Polyclinic","Seattle","WA","USA"                                                                                     
"WA074","Puget Sound Cancer Center","Edmonds","WA","USA"                                                                          
"WA075","Southlake Clinic","Renton","WA","USA"                                                                                    
"WA076","Western Washington Cancer Treatment Center","Olympia","WA","USA"                                                         
"WA077","Olympia Radiological Association Limited.,","Olympia","WA","USA"                                                         
"WA078","Medical Oncology/Hematology Association","Tacoma","WA","USA"                                                             
"WA079","Memorial Clinic","Olympia","WA","USA"                                                                                    
"WA080","Northwest Gastroenterology Clinic","Bellingham","WA","USA"                                                               
"WA081","Group Health Cooperative- Tacoma Medical Center","Tacoma","WA","USA"                                                     
"WA082","Longview Surgery","Longview","WA","USA"                                                                                  
"WA083","Spokane Oncology Hematology Associates","Spokane","WA","USA"                                                             
"WA084","Internal Medicine Associates/Yakima","Yakima","WA","USA"                                                                 
"WA085","Auburn Regional Medical Center","Auburn","WA","USA"                                                                      
"WA086","Allenmore Hospital","Tacoma","WA","USA"                                                                                  
"WA087","Capital Medical Center","Olympia","WA","USA"                                                                             
"WA088","Providence - Saint Peter Hospital","Olympia","WA","USA"                                                                  
"WA089","Saint Clare Hospital","Tacoma","WA","USA"                                                                                
"WA090","Saint Francis Hospital","Federal Way","WA","USA"                                                                         
"WA091","Group Health Cooperative","Redmond","WA","USA"                                                                           
"WA092","Harborview Medical Center","Seattle","WA","USA"                                                                          
"WA093","Providence Centralia Hospital","Centralia","WA","USA"                                                                    
"WA094","Southwest Tumor Institute","Burien","WA","USA"                                                                           
"WA096","Urology Clinic of Southwest Washington PS","Vancouver","WA","USA"                                                        
"WA097","Cancer Care Northwest","Spokane","WA","USA"                                                                              
